id,name,verdict,language,runtime,rank,date_of_submit
10323,Factorial! You Must be Kidding!!!,Wrong answer,C++,0.024,-,2011-02-09 15:42
10323,Factorial! You Must be Kidding!!!,Time limit,C++,3.000,-,2011-02-09 15:27
10323,Factorial! You Must be Kidding!!!,Wrong answer,C++,0.020,-,2011-02-09 15:11
10323,Factorial! You Must be Kidding!!!,Wrong answer,C++,0.020,-,2011-02-09 14:58
369,Combinations,Wrong answer,C++,0.016,-,2011-02-08 23:50
11172,Relational Operator,Accepted,C++,0.012,14092,2011-02-08 23:28
11185,Ternary,Wrong answer,C++,0.020,-,2011-02-08 23:15
11185,Ternary,Compile error,C++,0.000,-,2011-02-08 23:13
11547,Automatic Answer,Accepted,C++,0.012,6173,2011-02-08 21:08
11727,Cost Cutting,Accepted,C++,0.012,7398,2011-02-08 20:37
11530,SMS Typing,Accepted,C++,0.016,4312,2011-02-08 20:22
11530,SMS Typing,Wrong answer,C++,0.020,-,2011-02-08 20:19
11530,SMS Typing,Wrong answer,C++,0.016,-,2011-02-08 20:14
11530,SMS Typing,Wrong answer,C++,0.012,-,2011-02-08 20:05
11461,Square Numbers,Accepted,C++,0.012,2139,2011-02-08 17:39
11185,Ternary,Wrong answer,C++,0.008,-,2011-02-08 16:53
11479,Is this the easiest problem?,Wrong answer,C++,0.012,-,2011-02-08 16:48
11479,Is this the easiest problem?,Wrong answer,C++,0.008,-,2011-02-08 16:47
11479,Is this the easiest problem?,Wrong answer,C++,0.012,-,2011-02-08 16:35
11479,Is this the easiest problem?,Compile error,C++,0.000,-,2011-02-08 16:32
10323,Factorial! You Must be Kidding!!!,Wrong answer,C++,0.024,-,2011-02-08 13:52
10323,Factorial! You Must be Kidding!!!,Wrong answer,C++,0.028,-,2011-02-08 13:40
11185,Ternary,Wrong answer,C++,0.020,-,2011-02-07 19:48
406,Prime Cuts,PresentationE,C++,0.320,-,2011-02-07 19:00
406,Prime Cuts,Wrong answer,C++,0.328,-,2011-02-07 18:39
406,Prime Cuts,Wrong answer,C++,0.008,-,2011-02-07 18:38
401,Palindromes,Accepted,C++,0.028,6722,2011-02-07 18:21
401,Palindromes,Wrong answer,C++,0.024,-,2011-02-07 18:08
401,Palindromes,Wrong answer,C++,0.020,-,2011-02-07 17:58
382,Perfection,Accepted,C++,0.016,9837,2011-02-07 17:46
382,Perfection,Wrong answer,C++,0.012,-,2011-02-07 16:58
10035,Primary Arithmetic,Accepted,C++,0.024,5831,2011-02-07 16:05
623,500!,Time limit,C++,3.000,-,2011-02-04 06:09
623,500!,Time limit,C++,3.000,-,2011-02-04 06:06
694,The Collatz Sequence,Accepted,C++,0.028,2291,2011-02-04 05:32
10082,WERTYU,Accepted,C++,0.012,12397,2011-02-04 03:38
10082,WERTYU,Wrong answer,C++,0.012,-,2011-02-04 03:08
11715,Car,Accepted,C++,0.012,2159,2011-02-04 02:26
369,Combinations,Wrong answer,C++,0.016,-,2011-02-04 00:58
382,Perfection,Wrong answer,C++,0.012,-,2011-02-04 00:44
382,Perfection,Wrong answer,C++,0.016,-,2011-02-04 00:34
406,Prime Cuts,Wrong answer,C++,0.316,-,2011-02-04 00:27
406,Prime Cuts,Wrong answer,C++,0.324,-,2011-02-04 00:23
10035,Primary Arithmetic,Wrong answer,C++,0.016,-,2011-02-03 23:41
10035,Primary Arithmetic,Wrong answer,C++,0.024,-,2011-02-02 22:32
10035,Primary Arithmetic,Wrong answer,C++,0.016,-,2011-02-02 22:25
10035,Primary Arithmetic,Wrong answer,C++,0.024,-,2011-02-02 22:21
10035,Primary Arithmetic,Wrong answer,C++,0.016,-,2011-02-02 22:16
10035,Primary Arithmetic,Wrong answer,C++,0.016,-,2011-02-02 21:15
10035,Primary Arithmetic,Wrong answer,C++,0.016,-,2011-02-02 21:12
10035,Primary Arithmetic,Wrong answer,C++,0.016,-,2011-02-02 21:10
10035,Primary Arithmetic,Wrong answer,C++,0.032,-,2011-02-02 21:09
299,Train Swapping,Accepted,C++,0.016,14745,2011-02-02 18:11
299,Train Swapping,Wrong answer,C++,0.012,-,2011-02-02 16:42
406,Prime Cuts,Wrong answer,C++,0.328,-,2011-01-30 19:53
406,Prime Cuts,Wrong answer,C++,0.324,-,2011-01-30 19:43
382,Perfection,Wrong answer,C++,0.016,-,2011-01-29 21:29
369,Combinations,Wrong answer,C++,0.020,-,2011-01-29 20:59
694,The Collatz Sequence,Time limit,C++,3.000,-,2011-01-29 18:45
694,The Collatz Sequence,Time limit,C++,3.000,-,2011-01-29 18:27
694,The Collatz Sequence,Time limit,C++,3.000,-,2011-01-29 18:24
10082,WERTYU,Wrong answer,C++,0.020,-,2011-01-29 18:18
10082,WERTYU,Wrong answer,C++,0.012,-,2011-01-29 18:18
10082,WERTYU,Wrong answer,C++,0.016,-,2011-01-29 18:05
10035,Primary Arithmetic,Wrong answer,C++,0.016,-,2011-01-29 16:36
10302,Summation of Polynomials,Accepted,C++,0.020,5560,2011-01-29 14:24
401,Palindromes,Wrong answer,C++,0.028,-,2011-01-29 12:31
401,Palindromes,Wrong answer,C++,0.028,-,2011-01-29 11:40
401,Palindromes,Wrong answer,C++,0.024,-,2011-01-29 10:16
401,Palindromes,Wrong answer,C++,0.028,-,2011-01-29 10:15
299,Train Swapping,Wrong answer,C++,0.012,-,2011-01-28 21:48
401,Palindromes,Wrong answer,C++,0.024,-,2011-01-28 21:00
401,Palindromes,Wrong answer,C++,0.032,-,2011-01-28 20:48
401,Palindromes,Wrong answer,C++,0.012,-,2011-01-28 20:45
401,Palindromes,Wrong answer,C++,0.028,-,2011-01-28 17:33
401,Palindromes,Wrong answer,C++,0.012,-,2011-01-28 17:31
591,Box of Bricks,Wrong answer,C++,0.016,-,2011-01-28 10:12
591,Box of Bricks,Time limit,C++,3.000,-,2011-01-28 10:08
591,Box of Bricks,Time limit,C++,3.000,-,2011-01-28 10:04
568,Just the Facts,Time limit,C++,3.000,-,2011-01-27 22:44
424,Integer Inquiry,Accepted,C++,0.012,6759,2011-01-27 21:49
424,Integer Inquiry,Accepted,C++,0.012,6759,2011-01-27 21:48
299,Train Swapping,Wrong answer,C++,0.016,-,2011-01-27 18:21
299,Train Swapping,Wrong answer,C++,0.012,-,2011-01-27 18:19
299,Train Swapping,Wrong answer,C++,0.008,-,2011-01-27 18:09
299,Train Swapping,Time limit,C++,3.000,-,2011-01-27 18:07
10323,Factorial! You Must be Kidding!!!,Wrong answer,C++,0.044,-,2011-01-27 15:25
10323,Factorial! You Must be Kidding!!!,Wrong answer,C++,0.040,-,2011-01-27 15:24
10323,Factorial! You Must be Kidding!!!,Wrong answer,C++,0.016,-,2011-01-27 14:03
10323,Factorial! You Must be Kidding!!!,Wrong answer,C++,0.024,-,2011-01-27 13:59
10323,Factorial! You Must be Kidding!!!,Wrong answer,C++,0.020,-,2011-01-27 13:45
10783,Odd Sum,Accepted,C++,0.012,12456,2011-01-27 10:24
10783,Odd Sum,Wrong answer,C++,0.020,-,2011-01-27 10:15
694,The Collatz Sequence,Wrong answer,C++,0.028,-,2011-01-26 23:16
694,The Collatz Sequence,Wrong answer,C++,0.028,-,2011-01-26 23:15
694,The Collatz Sequence,Wrong answer,C++,0.036,-,2011-01-26 23:11
483,Word Scramble,Accepted,C++,0.032,11273,2011-01-26 23:02
444,Encoder and Decoder,Accepted,C++,0.012,3587,2011-01-26 22:50
444,Encoder and Decoder,Runtime error,C++,0.000,-,2011-01-26 22:47
694,The Collatz Sequence,Wrong answer,C++,0.032,-,2011-01-26 20:46
10106,Product,Accepted,C++,0.020,4351,2011-01-26 12:12
10106,Product,Wrong answer,C++,0.012,-,2011-01-26 09:13
10106,Product,SubmissionErr,C++,0.000,-,2011-01-26 09:11
10106,Product,Wrong answer,C++,0.016,-,2011-01-26 09:11
483,Word Scramble,Wrong answer,C++,0.016,-,2011-01-25 23:00
10106,Product,Wrong answer,C++,0.012,-,2011-01-25 22:47
10106,Product,Wrong answer,C++,0.008,-,2011-01-25 22:37
694,The Collatz Sequence,Time limit,C++,3.000,-,2011-01-24 21:59
694,The Collatz Sequence,Time limit,C++,3.000,-,2011-01-23 20:47
543,Goldbach's Conjecture,Accepted,C++,0.188,3401,2011-01-21 20:38
543,Goldbach's Conjecture,Wrong answer,C++,2.996,-,2011-01-21 18:36
543,Goldbach's Conjecture,Wrong answer,C++,1.872,-,2011-01-21 18:35
543,Goldbach's Conjecture,Time limit,C++,3.000,-,2011-01-21 18:34
543,Goldbach's Conjecture,Wrong answer,C++,1.316,-,2011-01-21 18:32
579,Clock Hands,Runtime error,C++,0.000,-,2011-01-21 15:18
579,Clock Hands,Runtime error,C++,0.000,-,2011-01-21 15:12
579,Clock Hands,Wrong answer,C++,0.044,-,2011-01-21 14:29
591,Box of Bricks,Wrong answer,C++,0.012,-,2011-01-21 10:45
591,Box of Bricks,Wrong answer,C++,0.016,-,2011-01-21 10:45
10106,Product,Time limit,C++,3.000,-,2011-01-20 23:04
591,Box of Bricks,Wrong answer,C++,0.012,-,2011-01-20 01:18
10300,Ecological Premium,Accepted,C++,0.012,14097,2011-01-20 00:56
591,Box of Bricks,Wrong answer,C++,0.012,-,2011-01-12 19:52
591,Box of Bricks,Wrong answer,C++,0.020,-,2011-01-12 19:50
543,Goldbach's Conjecture,Time limit,C++,3.000,-,2011-01-12 19:41
591,Box of Bricks,Wrong answer,C++,0.012,-,2011-01-12 19:31
591,Box of Bricks,Wrong answer,C++,0.020,-,2011-01-12 19:25
591,Box of Bricks,Wrong answer,C++,0.008,-,2011-01-11 19:19
543,Goldbach's Conjecture,Time limit,C++,3.000,-,2011-01-11 18:20
543,Goldbach's Conjecture,Wrong answer,C++,1.296,-,2011-01-11 18:00
543,Goldbach's Conjecture,Time limit,C++,3.000,-,2011-01-11 17:52
543,Goldbach's Conjecture,Time limit,C++,3.000,-,2011-01-11 17:29
575,Skew Binary,Accepted,C++,0.012,8911,2011-01-11 15:53
575,Skew Binary,Runtime error,ANSI C,0.000,-,2011-01-11 15:26
575,Skew Binary,Compile error,C++,0.000,-,2011-01-11 15:24
591,Box of Bricks,Wrong answer,C++,0.012,-,2010-12-09 00:29
591,Box of Bricks,Wrong answer,C++,0.008,-,2010-12-09 00:03
591,Box of Bricks,Wrong answer,C++,0.012,-,2010-12-09 00:00
591,Box of Bricks,Wrong answer,C++,0.012,-,2010-12-08 23:41
10300,Ecological Premium,Time limit,C++,3.000,-,2010-11-24 00:45
494,Kindergarten Counting Game,Accepted,C++,0.020,18447,2010-11-20 16:26
445,Marvelous Mazes,Accepted,C++,0.008,4660,2010-11-20 16:22
445,Marvelous Mazes,Wrong answer,C++,0.012,-,2010-11-20 16:13
445,Marvelous Mazes,Wrong answer,C++,0.012,-,2010-11-20 15:41
445,Marvelous Mazes,Wrong answer,C++,0.008,-,2010-11-16 23:55
445,Marvelous Mazes,Compile error,C++,0.000,-,2010-11-16 23:54
488,Triangle Wave,Accepted,C++,0.332,1927,2010-11-16 22:46
488,Triangle Wave,Wrong answer,C++,0.348,-,2010-11-16 22:44
488,Triangle Wave,Wrong answer,C++,0.340,-,2010-11-16 22:42
488,Triangle Wave,Wrong answer,C++,0.012,-,2010-11-16 22:32
488,Triangle Wave,Wrong answer,C++,0.336,-,2010-11-16 17:37
488,Triangle Wave,Wrong answer,C++,0.336,-,2010-11-16 17:30
494,Kindergarten Counting Game,Runtime error,C++,0.000,-,2010-11-15 15:23
494,Kindergarten Counting Game,Runtime error,C++,0.000,-,2010-11-15 15:20
458,The Decoder,Accepted,C++,0.016,1138,2010-11-15 14:11
458,The Decoder,Wrong answer,C++,0.012,-,2010-11-15 14:01
458,The Decoder,Wrong answer,C++,0.008,-,2010-11-15 14:01
10071,Back to High School Physics,Accepted,C++,0.020,3318,2010-11-15 13:32
10071,Back to High School Physics,Wrong answer,C++,0.024,-,2010-11-15 12:26
10071,Back to High School Physics,Wrong answer,C++,0.024,-,2010-11-15 12:16
10055,Hashmat the Brave Warrior,Accepted,C++,0.064,6337,2010-11-15 11:59
