id,name,verdict,language,runtime,rank,date_of_submit
1225,Digit Counting,Accepted,ANSI C,0.008,1262,2011-12-17 19:57
1225,Digit Counting,Accepted,ANSI C,0.004,1065,2011-12-17 19:57
1225,Digit Counting,Accepted,ANSI C,0.008,1262,2011-12-17 19:56
1225,Digit Counting,Accepted,C++,0.012,2066,2011-12-17 19:56
11850,Alaska,Wrong answer,C++,0.016,-,2011-12-17 11:55
11850,Alaska,Wrong answer,C++,0.056,-,2011-12-17 11:52
499,What's The Frequency, Kenneth?,Accepted,C++,0.032,7989,2011-12-17 11:06
12157,Tariff Plan,Accepted,ANSI C,0.004,615,2011-12-15 23:15
12157,Tariff Plan,Accepted,ANSI C,0.004,614,2011-12-15 23:15
12157,Tariff Plan,Accepted,ANSI C,0.020,2176,2011-12-15 23:15
12157,Tariff Plan,Accepted,ANSI C,0.028,2275,2011-12-15 23:15
12157,Tariff Plan,Accepted,ANSI C,0.028,2275,2011-12-15 23:14
12157,Tariff Plan,Accepted,ANSI C,0.008,792,2011-12-15 23:14
12157,Tariff Plan,Accepted,ANSI C,0.008,792,2011-12-15 23:13
12157,Tariff Plan,Accepted,ANSI C,0.028,2275,2011-12-15 23:13
11344,The Huge One,Accepted,C++,0.024,442,2011-12-15 11:28
12157,Tariff Plan,Accepted,C++,0.012,1268,2011-12-15 10:34
12157,Tariff Plan,Wrong answer,C++,0.024,-,2011-12-15 10:02
10170,The Hotel with Infinite Rooms,Accepted,ANSI C,0.012,106,2011-12-12 13:50
10170,The Hotel with Infinite Rooms,Accepted,ANSI C,0.008,53,2011-12-12 13:50
10170,The Hotel with Infinite Rooms,Accepted,C++,0.012,106,2011-12-12 13:49
11340,Newspaper,Accepted,C++,0.468,2888,2011-12-12 10:45
10738,Riemann vs Mertens,Accepted,C++,1.008,815,2011-12-11 18:53
583,Prime Factors,Wrong answer,C++,0.684,-,2011-12-11 17:22
583,Prime Factors,Wrong answer,C++,0.744,-,2011-12-11 17:17
583,Prime Factors,Wrong answer,C++,0.336,-,2011-12-11 17:14
386,Perfect Cubes,Wrong answer,C++,0.008,-,2011-12-09 21:13
386,Perfect Cubes,Wrong answer,C++,0.028,-,2011-12-09 21:07
386,Perfect Cubes,Wrong answer,ANSI C,0.004,-,2011-12-09 21:02
386,Perfect Cubes,Accepted,C++,0.036,746,2011-12-09 20:52
386,Perfect Cubes,Accepted,C++,1.660,3933,2011-12-07 13:18
962,Taxicab Numbers,Accepted,C++,0.048,52,2011-12-07 11:44
489,Hangman Judge,Wrong answer,C++,0.140,-,2011-12-06 19:21
12372,Packing for Holiday,Accepted,C++,0.008,1633,2011-12-06 18:24
100,The 3n + 1 problem,Accepted,Java,2.152,50789,2011-12-06 17:00
11577,Letter Frequency,Accepted,C++,0.140,2089,2011-12-06 16:34
11577,Letter Frequency,Accepted,C++,0.088,1793,2011-12-06 16:19
11577,Letter Frequency,Runtime error,C++,0.000,-,2011-12-06 16:18
386,Perfect Cubes,Wrong answer,C++,0.044,-,2011-12-06 09:23
386,Perfect Cubes,Wrong answer,C++,0.048,-,2011-12-06 08:52
10282,Babelfish,Accepted,C++,0.176,323,2011-12-05 23:19
10252,Common Permutation,Accepted,C++,0.008,2216,2011-12-05 22:14
10252,Common Permutation,Compile error,C++,0.000,-,2011-12-05 22:12
10815,Andy's First Dictionary,Accepted,C++,0.048,2465,2011-12-05 18:36
10815,Andy's First Dictionary,Runtime error,C++,0.000,-,2011-12-05 18:34
10815,Andy's First Dictionary,Runtime error,C++,0.000,-,2011-12-05 18:33
10815,Andy's First Dictionary,Runtime error,C++,0.000,-,2011-12-05 18:32
10815,Andy's First Dictionary,Runtime error,C++,0.000,-,2011-12-05 18:30
10815,Andy's First Dictionary,Runtime error,C++,0.000,-,2011-12-05 18:28
10815,Andy's First Dictionary,Runtime error,C++,0.000,-,2011-12-05 18:27
10815,Andy's First Dictionary,Accepted,C++,0.184,3956,2011-12-05 17:32
263,Number Chains,Runtime error,C++,0.000,-,2011-12-05 17:12
10106,Product,Accepted,Java,0.128,6479,2011-12-05 17:01
263,Number Chains,Wrong answer,C++,0.148,-,2011-12-05 17:00
263,Number Chains,Wrong answer,C++,0.168,-,2011-12-05 16:55
263,Number Chains,Wrong answer,C++,0.008,-,2011-12-05 16:53
10106,Product,Accepted,Java,0.224,7881,2011-12-05 14:12
424,Integer Inquiry,Accepted,Java,0.228,10352,2011-12-05 13:29
424,Integer Inquiry,Compile error,Java,0.000,-,2011-12-05 13:26
10523,Very Easy !!!,Runtime error,Java,0.000,-,2011-12-05 13:15
10523,Very Easy !!!,Runtime error,Java,0.000,-,2011-12-05 13:14
10106,Product,Accepted,Java,0.152,6884,2011-12-05 13:06
10106,Product,Compile error,Java,0.000,-,2011-12-05 13:05
10106,Product,Runtime error,Java,0.000,-,2011-12-05 12:27
11666,Logarithms,Wrong answer,ANSI C,0.016,-,2011-12-04 22:30
941,Permutations,Wrong answer,C++,0.012,-,2011-12-04 10:45
962,Taxicab Numbers,Wrong answer,C++,0.068,-,2011-12-04 10:07
10539,Almost Prime Numbers,Accepted,C++,0.060,621,2011-12-04 09:40
10533,Digit Primes,Accepted,C++,0.416,1357,2011-12-04 09:15
10678,The Grazing Cow,Accepted,ANSI C,0.008,1543,2011-12-03 22:27
10678,The Grazing Cow,Accepted,ANSI C,0.004,1318,2011-12-03 22:27
10678,The Grazing Cow,Accepted,ANSI C,0.008,1543,2011-12-03 22:26
10678,The Grazing Cow,Accepted,ANSI C,0.008,1543,2011-12-03 22:26
10297,Beavergnaw,Accepted,ANSI C,0.008,1605,2011-12-03 22:24
10297,Beavergnaw,Accepted,ANSI C,0.004,1385,2011-12-03 22:24
11827,Maximum GCD,Accepted,C++,0.008,634,2011-12-03 18:53
10929,You can say 11,Accepted,ANSI C,0.016,1199,2011-12-03 18:28
10929,You can say 11,Accepted,ANSI C,0.012,737,2011-12-03 18:28
10929,You can say 11,Accepted,ANSI C,0.012,735,2011-12-03 10:03
10929,You can say 11,Accepted,ANSI C,0.012,735,2011-12-03 10:03
10929,You can say 11,Accepted,ANSI C,0.012,735,2011-12-03 10:03
10929,You can say 11,Accepted,ANSI C,0.012,734,2011-12-03 10:01
10176,Ocean Deep! - Make it shallow!!,Accepted,C++,0.040,883,2011-12-03 09:19
12289,One-Two-Three,Accepted,ANSI C,0.032,5507,2011-11-19 22:01
12289,One-Two-Three,Accepted,ANSI C,0.004,1186,2011-11-19 22:01
12289,One-Two-Three,Accepted,ANSI C,0.008,1645,2011-11-19 22:01
12289,One-Two-Three,Accepted,ANSI C,0.012,3103,2011-11-19 21:58
12250,Language Detection,Accepted,ANSI C,0.004,920,2011-11-19 21:36
10680,LCM,Time limit,C++,3.000,-,2011-11-19 18:07
10680,LCM,Time limit,C++,3.000,-,2011-11-19 18:06
10680,LCM,Time limit,C++,3.000,-,2011-11-19 17:47
10680,LCM,Time limit,C++,3.000,-,2011-11-19 17:40
10680,LCM,Wrong answer,C++,0.080,-,2011-11-19 17:32
10680,LCM,Runtime error,C++,0.000,-,2011-11-19 17:31
369,Combinations,Wrong answer,ANSI C,0.008,-,2011-11-18 12:05
10515,Powers Et Al.,Accepted,C++,0.100,581,2011-11-18 11:21
10815,Andy's First Dictionary,Wrong answer,C++,0.044,-,2011-11-17 22:49
10815,Andy's First Dictionary,Wrong answer,C++,0.028,-,2011-11-17 22:44
10815,Andy's First Dictionary,Wrong answer,C++,0.080,-,2011-11-17 22:14
10815,Andy's First Dictionary,Wrong answer,C++,0.092,-,2011-11-17 22:10
10815,Andy's First Dictionary,Wrong answer,C++,0.048,-,2011-11-17 22:00
10815,Andy's First Dictionary,Wrong answer,C++,0.064,-,2011-11-17 21:53
967,Circular,Runtime error,ANSI C,0.000,-,2011-11-17 16:38
967,Circular,Runtime error,ANSI C,0.000,-,2011-11-17 16:37
967,Circular,Runtime error,ANSI C,0.000,-,2011-11-17 16:37
967,Circular,Runtime error,ANSI C,0.000,-,2011-11-17 16:37
967,Circular,Runtime error,ANSI C,0.000,-,2011-11-17 16:37
11646,Athletics Track,Accepted,ANSI C,0.008,192,2011-11-16 21:10
11646,Athletics Track,Accepted,ANSI C,0.024,657,2011-11-16 21:09
11646,Athletics Track,Accepted,ANSI C,0.008,191,2011-11-16 21:09
11723,Numbering Roads,Accepted,ANSI C,0.012,683,2011-11-16 21:07
11723,Numbering Roads,Accepted,ANSI C,0.024,2144,2011-11-16 21:07
11723,Numbering Roads,Accepted,ANSI C,0.052,2756,2011-11-16 21:07
11934,Magic Formula,Accepted,ANSI C,0.004,291,2011-11-16 21:00
11934,Magic Formula,Accepted,ANSI C,0.020,2379,2011-11-16 20:59
11934,Magic Formula,Accepted,ANSI C,0.016,2019,2011-11-16 20:59
11958,Coming Home,Accepted,ANSI C,0.012,412,2011-11-16 20:57
11958,Coming Home,Accepted,ANSI C,0.008,177,2011-11-16 20:57
11958,Coming Home,Accepted,ANSI C,0.012,412,2011-11-16 20:57
11958,Coming Home,Accepted,ANSI C,0.008,176,2011-11-16 20:55
1210,Sum of Consecutive Prime Numbers,Runtime error,ANSI C,0.000,-,2011-11-15 21:34
1210,Sum of Consecutive Prime Numbers,Accepted,C++,0.020,645,2011-11-15 21:33
1210,Sum of Consecutive Prime Numbers,Runtime error,ANSI C,0.000,-,2011-11-15 21:32
1210,Sum of Consecutive Prime Numbers,Runtime error,ANSI C,0.000,-,2011-11-15 21:31
1210,Sum of Consecutive Prime Numbers,Runtime error,ANSI C,0.000,-,2011-11-15 21:30
1210,Sum of Consecutive Prime Numbers,Runtime error,ANSI C,0.000,-,2011-11-15 21:30
1210,Sum of Consecutive Prime Numbers,Runtime error,ANSI C,0.000,-,2011-11-15 21:30
11787,Numeral Hieroglyphs,Accepted,ANSI C,0.012,340,2011-11-15 21:11
11787,Numeral Hieroglyphs,Accepted,ANSI C,0.004,83,2011-11-15 21:11
11787,Numeral Hieroglyphs,Accepted,ANSI C,0.028,528,2011-11-15 21:11
11787,Numeral Hieroglyphs,Accepted,ANSI C,0.016,452,2011-11-15 21:10
11900,Boiled Eggs,Accepted,ANSI C,0.004,312,2011-11-15 21:06
12015,Google is Feeling Lucky,Accepted,ANSI C,0.028,4160,2011-11-15 21:02
12015,Google is Feeling Lucky,Accepted,ANSI C,0.004,769,2011-11-15 21:02
12015,Google is Feeling Lucky,Accepted,ANSI C,0.004,768,2011-11-15 21:02
12015,Google is Feeling Lucky,Accepted,ANSI C,0.008,1245,2011-11-15 21:01
11984,A Change in Thermal Unit,Accepted,ANSI C,0.004,749,2011-11-15 20:58
100,The 3n + 1 problem,Accepted,C++,1.716,50381,2011-11-08 21:58
12300,Smallest Regular Polygon,Wrong answer,C++,0.012,-,2011-11-06 12:27
12300,Smallest Regular Polygon,Wrong answer,C++,0.008,-,2011-11-06 12:12
12300,Smallest Regular Polygon,Wrong answer,C++,0.016,-,2011-11-06 12:08
12005,Find Solutions,Wrong answer,C++,2.248,-,2011-11-05 19:53
12005,Find Solutions,Wrong answer,C++,2.304,-,2011-11-05 12:21
10286,Trouble with a Pentagon,Accepted,ANSI C,0.016,163,2011-11-04 21:06
10286,Trouble with a Pentagon,Accepted,ANSI C,0.044,1022,2011-11-04 21:06
10286,Trouble with a Pentagon,Accepted,ANSI C,0.036,973,2011-11-04 21:06
10286,Trouble with a Pentagon,Accepted,ANSI C,0.020,392,2011-11-04 21:06
10286,Trouble with a Pentagon,Accepted,ANSI C,0.016,163,2011-11-04 21:06
10286,Trouble with a Pentagon,Accepted,ANSI C,0.016,163,2011-11-04 21:05
10286,Trouble with a Pentagon,Accepted,ANSI C,0.016,163,2011-11-04 21:05
10286,Trouble with a Pentagon,Accepted,C++,0.020,392,2011-11-04 21:04
10286,Trouble with a Pentagon,Accepted,ANSI C,0.016,163,2011-11-04 21:03
10286,Trouble with a Pentagon,Accepted,ANSI C,0.016,163,2011-11-04 21:03
10286,Trouble with a Pentagon,Accepted,ANSI C,0.020,392,2011-11-04 21:03
10286,Trouble with a Pentagon,Accepted,ANSI C,0.032,920,2011-11-04 21:03
10286,Trouble with a Pentagon,Accepted,ANSI C,0.036,973,2011-11-04 21:03
10286,Trouble with a Pentagon,Compile error,ANSI C,0.000,-,2011-11-04 21:01
10286,Trouble with a Pentagon,Accepted,C++,0.016,162,2011-11-04 21:00
10286,Trouble with a Pentagon,Wrong answer,C++,0.072,-,2011-11-04 20:59
10286,Trouble with a Pentagon,Time limit,C++,3.000,-,2011-11-04 20:51
10286,Trouble with a Pentagon,Time limit,C++,3.000,-,2011-11-04 20:51
10286,Trouble with a Pentagon,Time limit,C++,3.000,-,2011-11-04 20:46
10286,Trouble with a Pentagon,Wrong answer,C++,0.008,-,2011-11-04 20:44
10286,Trouble with a Pentagon,Time limit,C++,3.000,-,2011-11-04 20:42
10286,Trouble with a Pentagon,Time limit,C++,3.000,-,2011-11-04 20:36
10286,Trouble with a Pentagon,Time limit,C++,3.000,-,2011-11-04 20:33
10286,Trouble with a Pentagon,Runtime error,ANSI C,0.000,-,2011-11-04 20:30
10451,Ancient Village Sports,Accepted,ANSI C,0.036,410,2011-11-04 18:18
10451,Ancient Village Sports,Accepted,ANSI C,0.028,67,2011-11-04 18:18
10451,Ancient Village Sports,Accepted,ANSI C,0.028,67,2011-11-04 18:18
10451,Ancient Village Sports,Accepted,ANSI C,0.048,582,2011-11-04 18:18
10451,Ancient Village Sports,Compile error,ANSI C,0.000,-,2011-11-04 18:17
10451,Ancient Village Sports,Compile error,ANSI C,0.000,-,2011-11-04 18:16
10451,Ancient Village Sports,Compile error,ANSI C,0.000,-,2011-11-04 18:16
10451,Ancient Village Sports,Compile error,ANSI C,0.000,-,2011-11-04 18:16
11977,Story of Tomisu Ghost,Accepted,ANSI C,0.404,56,2011-11-04 18:02
11977,Story of Tomisu Ghost,Accepted,ANSI C,0.400,56,2011-11-04 18:02
11977,Story of Tomisu Ghost,Accepted,ANSI C,0.400,55,2011-11-04 18:02
11977,Story of Tomisu Ghost,Accepted,ANSI C,0.420,57,2011-11-04 18:02
12302,Nine-Point Circle,Accepted,ANSI C,0.004,13,2011-11-04 14:08
12302,Nine-Point Circle,Accepted,ANSI C,0.008,35,2011-11-04 14:08
12302,Nine-Point Circle,Accepted,ANSI C,0.016,81,2011-11-04 14:08
12302,Nine-Point Circle,Accepted,ANSI C,0.004,13,2011-11-04 14:08
12302,Nine-Point Circle,Accepted,ANSI C,0.004,12,2011-11-04 14:08
11977,Story of Tomisu Ghost,Accepted,ANSI C,0.624,68,2011-11-04 14:06
11977,Story of Tomisu Ghost,Accepted,ANSI C,0.712,72,2011-11-04 14:06
11977,Story of Tomisu Ghost,Accepted,ANSI C,0.640,68,2011-11-04 14:06
11977,Story of Tomisu Ghost,Accepted,ANSI C,0.592,68,2011-11-04 14:06
11977,Story of Tomisu Ghost,Accepted,ANSI C,0.536,66,2011-11-04 14:06
11977,Story of Tomisu Ghost,Accepted,ANSI C,0.584,68,2011-11-04 14:02
11977,Story of Tomisu Ghost,Accepted,ANSI C,0.604,68,2011-11-04 14:02
11977,Story of Tomisu Ghost,Accepted,ANSI C,0.412,56,2011-11-04 14:02
11977,Story of Tomisu Ghost,Accepted,ANSI C,0.696,72,2011-11-04 14:02
11977,Story of Tomisu Ghost,Accepted,ANSI C,0.644,68,2011-11-04 14:01
11977,Story of Tomisu Ghost,Accepted,ANSI C,0.592,68,2011-11-04 14:01
11977,Story of Tomisu Ghost,Accepted,ANSI C,0.608,68,2011-11-04 14:01
11977,Story of Tomisu Ghost,Accepted,ANSI C,0.584,68,2011-11-04 14:01
11909,Soya Milk,Accepted,ANSI C,0.008,271,2011-11-04 13:55
11909,Soya Milk,Accepted,ANSI C,0.024,1031,2011-11-04 13:55
11909,Soya Milk,Accepted,ANSI C,0.012,605,2011-11-04 13:55
11909,Soya Milk,Accepted,ANSI C,0.004,136,2011-11-04 13:55
11909,Soya Milk,Accepted,ANSI C,0.008,271,2011-11-04 13:55
11909,Soya Milk,Accepted,ANSI C,0.016,863,2011-11-04 13:54
11909,Soya Milk,Accepted,ANSI C,0.020,990,2011-11-04 13:54
11909,Soya Milk,Accepted,ANSI C,0.004,136,2011-11-04 13:54
11909,Soya Milk,Accepted,ANSI C,0.004,135,2011-11-04 13:54
11909,Soya Milk,Accepted,C++,0.028,1039,2011-11-04 13:53
11342,Three-square,Accepted,ANSI C,0.016,67,2011-11-03 12:37
11342,Three-square,Accepted,ANSI C,0.032,283,2011-11-03 12:37
11342,Three-square,Accepted,ANSI C,0.020,155,2011-11-03 12:36
11342,Three-square,Accepted,ANSI C,0.024,202,2011-11-03 12:36
11342,Three-square,Accepted,ANSI C,0.016,67,2011-11-03 12:36
11342,Three-square,Accepted,ANSI C,0.020,155,2011-11-03 12:36
11342,Three-square,Accepted,ANSI C,0.012,40,2011-11-03 12:36
11342,Three-square,Accepted,ANSI C,0.036,320,2011-11-03 12:36
11342,Three-square,Compile error,ANSI C,0.000,-,2011-11-03 12:34
11342,Three-square,Accepted,C++,0.016,67,2011-11-03 12:30
11636,Hello World!,Accepted,ANSI C,0.016,4401,2011-11-02 17:05
11636,Hello World!,Accepted,ANSI C,0.008,1561,2011-11-02 17:05
11636,Hello World!,Accepted,ANSI C,0.008,1561,2011-11-02 17:05
11636,Hello World!,Accepted,ANSI C,0.012,3016,2011-11-02 17:05
11636,Hello World!,Accepted,ANSI C,0.060,6465,2011-11-02 17:04
11636,Hello World!,Accepted,ANSI C,0.008,1561,2011-11-02 17:04
11636,Hello World!,Accepted,ANSI C,0.020,5472,2011-11-02 17:04
11636,Hello World!,Accepted,ANSI C,0.008,1560,2011-11-02 17:04
11636,Hello World!,Accepted,C++,0.044,6444,2011-11-02 17:00
11342,Three-square,Accepted,C++,0.044,383,2011-11-02 16:53
11342,Three-square,Accepted,C++,0.044,383,2011-11-02 16:53
11342,Three-square,Accepted,C++,0.116,703,2011-11-02 16:53
11342,Three-square,Accepted,C++,0.072,591,2011-11-02 16:52
11342,Three-square,Accepted,C++,0.056,503,2011-11-02 16:52
11342,Three-square,Accepted,C++,0.040,358,2011-11-02 16:51
11342,Three-square,Compile error,ANSI C,0.000,-,2011-11-02 16:48
12031,Summation of Four Squares,Wrong answer,C++,0.008,-,2011-11-02 15:42
12031,Summation of Four Squares,Time limit,C++,3.000,-,2011-11-02 15:41
12031,Summation of Four Squares,Wrong answer,C++,0.008,-,2011-11-02 15:18
12031,Summation of Four Squares,Time limit,C++,3.000,-,2011-11-02 15:17
12031,Summation of Four Squares,Time limit,C++,3.000,-,2011-11-02 15:16
962,Taxicab Numbers,Wrong answer,C++,0.056,-,2011-10-29 23:33
10340,All in All,Accepted,ANSI C,0.008,1885,2011-10-27 09:00
10340,All in All,Accepted,ANSI C,0.008,1885,2011-10-27 08:59
10340,All in All,Accepted,ANSI C,0.008,1885,2011-10-27 08:59
10340,All in All,Accepted,ANSI C,0.008,1885,2011-10-27 08:59
10340,All in All,Accepted,ANSI C,0.020,8187,2011-10-27 08:59
10340,All in All,Accepted,ANSI C,0.012,4871,2011-10-27 08:58
10340,All in All,Accepted,C++,0.008,1885,2011-10-27 08:58
10340,All in All,Accepted,C++,0.008,1884,2011-10-27 08:58
11461,Square Numbers,Accepted,ANSI C,0.008,1209,2011-10-26 10:12
11461,Square Numbers,Accepted,ANSI C,0.004,663,2011-10-26 10:11
11461,Square Numbers,Accepted,ANSI C,0.016,2831,2011-10-26 10:11
11461,Square Numbers,Accepted,ANSI C,0.008,1209,2011-10-26 10:10
11461,Square Numbers,Accepted,C++,0.008,1209,2011-10-26 10:10
11461,Square Numbers,Accepted,C++,0.008,1209,2011-10-26 10:10
11461,Square Numbers,Accepted,C++,0.012,2208,2011-10-26 10:10
11461,Square Numbers,Accepted,C++,0.012,2208,2011-10-26 10:09
11461,Square Numbers,Accepted,C++,0.008,1209,2011-10-26 10:07
11461,Square Numbers,Accepted,C++,0.008,1209,2011-10-26 10:07
11461,Square Numbers,Accepted,C++,0.008,1209,2011-10-26 10:07
11461,Square Numbers,Accepted,C++,0.008,1209,2011-10-26 10:07
11461,Square Numbers,Accepted,C++,0.012,2208,2011-10-26 10:07
1137,Phony primes,Time limit,C++,3.000,-,2011-10-18 22:53
11461,Square Numbers,Accepted,ANSI C,0.012,2208,2011-10-15 21:52
11461,Square Numbers,Compile error,ANSI C,0.000,-,2011-10-15 21:50
369,Combinations,Accepted,C++,0.016,5448,2011-10-08 23:56
369,Combinations,Accepted,C++,0.012,3952,2011-10-08 23:56
369,Combinations,Accepted,C++,0.012,3952,2011-10-08 23:56
369,Combinations,Accepted,C++,0.012,3952,2011-10-08 23:56
369,Combinations,Accepted,C++,0.012,3951,2011-10-08 23:20
12302,Nine-Point Circle,Accepted,C++,0.008,23,2011-10-06 09:34
12302,Nine-Point Circle,Accepted,C++,0.008,23,2011-10-06 09:34
12302,Nine-Point Circle,Accepted,C++,0.008,23,2011-10-06 09:34
12302,Nine-Point Circle,Accepted,C++,0.008,23,2011-10-06 09:34
12302,Nine-Point Circle,Accepted,C++,0.008,23,2011-10-06 09:31
11232,Cylinder,Wrong answer,C++,0.016,-,2011-10-01 14:43
10055,Hashmat the Brave Warrior,Accepted,Java,1.564,37425,2011-10-01 12:23
11565,Simple Equations,Wrong answer,C++,0.008,-,2011-09-30 19:23
11565,Simple Equations,Wrong answer,C++,0.012,-,2011-09-30 19:19
11565,Simple Equations,Wrong answer,C++,0.008,-,2011-09-30 17:47
11565,Simple Equations,Wrong answer,C++,0.024,-,2011-09-30 17:45
11565,Simple Equations,Wrong answer,C++,0.016,-,2011-09-30 17:33
11565,Simple Equations,Wrong answer,C++,0.012,-,2011-09-30 16:47
11565,Simple Equations,Time limit,C++,1.000,-,2011-09-30 16:39
11565,Simple Equations,Wrong answer,C++,0.008,-,2011-09-30 16:09
11565,Simple Equations,Wrong answer,C++,0.008,-,2011-09-30 16:08
11565,Simple Equations,Time limit,C++,1.000,-,2011-09-30 16:07
11565,Simple Equations,Time limit,C++,1.000,-,2011-09-30 16:05
962,Taxicab Numbers,Wrong answer,C++,0.056,-,2011-09-28 13:03
962,Taxicab Numbers,Wrong answer,C++,0.056,-,2011-09-28 13:02
962,Taxicab Numbers,Wrong answer,C++,0.052,-,2011-09-27 23:17
962,Taxicab Numbers,Wrong answer,C++,0.096,-,2011-09-27 18:59
962,Taxicab Numbers,Wrong answer,C++,0.056,-,2011-09-27 18:51
962,Taxicab Numbers,Wrong answer,C++,0.052,-,2011-09-27 18:50
962,Taxicab Numbers,Time limit,C++,3.000,-,2011-09-27 17:46
962,Taxicab Numbers,Time limit,C++,3.000,-,2011-09-27 17:18
12005,Find Solutions,Wrong answer,C++,1.936,-,2011-09-26 22:50
12005,Find Solutions,Wrong answer,C++,1.916,-,2011-09-26 22:44
12005,Find Solutions,Wrong answer,C++,0.092,-,2011-09-26 22:40
12005,Find Solutions,Wrong answer,C++,0.052,-,2011-09-26 22:39
12005,Find Solutions,Wrong answer,C++,1.936,-,2011-09-26 22:37
12005,Find Solutions,Wrong answer,C++,1.928,-,2011-09-26 22:32
12005,Find Solutions,Runtime error,C++,0.000,-,2011-09-26 22:27
884,Factorial Factors,Accepted,C++,0.320,567,2011-09-26 21:45
884,Factorial Factors,Accepted,C++,0.412,734,2011-09-26 21:45
884,Factorial Factors,Accepted,C++,0.400,719,2011-09-26 21:45
884,Factorial Factors,Accepted,C++,0.348,629,2011-09-26 21:45
884,Factorial Factors,Accepted,C++,0.340,608,2011-09-26 21:44
10856,Recover Factorial,Accepted,C++,0.928,350,2011-09-26 21:38
10856,Recover Factorial,Wrong answer,C++,1.008,-,2011-09-26 21:32
10856,Recover Factorial,Wrong answer,C++,2.684,-,2011-09-26 20:36
583,Prime Factors,Accepted,C++,0.292,887,2011-09-22 11:02
583,Prime Factors,Accepted,C++,0.252,746,2011-09-22 10:58
10484,Divisibility of Factors,Accepted,C++,0.016,35,2011-09-22 09:46
10484,Divisibility of Factors,Accepted,C++,0.052,203,2011-09-22 09:36
10484,Divisibility of Factors,Accepted,C++,0.016,35,2011-09-22 09:35
10484,Divisibility of Factors,Accepted,C++,0.016,35,2011-09-22 09:35
10484,Divisibility of Factors,Accepted,C++,0.016,35,2011-09-22 09:34
10484,Divisibility of Factors,Accepted,C++,0.040,149,2011-09-22 09:34
10812,Beat the Spread!,Accepted,C++,0.008,5531,2011-09-22 08:47
10856,Recover Factorial,Runtime error,C++,0.000,-,2011-09-21 14:02
10856,Recover Factorial,Time limit,C++,3.000,-,2011-09-21 13:59
10856,Recover Factorial,Time limit,C++,3.000,-,2011-09-21 13:46
10856,Recover Factorial,Time limit,C++,3.000,-,2011-09-21 13:42
1180,Perfect Numbers,Runtime error,C++,0.008,-,2011-09-20 18:09
10055,Hashmat the Brave Warrior,Wrong answer,C++,0.008,-,2011-09-20 02:41
10055,Hashmat the Brave Warrior,Wrong answer,C++,0.008,-,2011-09-20 02:40
10055,Hashmat the Brave Warrior,Wrong answer,C++,0.008,-,2011-09-20 02:40
10055,Hashmat the Brave Warrior,Wrong answer,C++,0.008,-,2011-09-20 02:31
10055,Hashmat the Brave Warrior,Wrong answer,C++,0.008,-,2011-09-20 02:21
10055,Hashmat the Brave Warrior,Wrong answer,C++,0.008,-,2011-09-20 02:14
10055,Hashmat the Brave Warrior,Wrong answer,C++,0.008,-,2011-09-20 02:11
10055,Hashmat the Brave Warrior,Wrong answer,C++,0.108,-,2011-09-20 02:07
10573,Geometry Paradox,Accepted,C++,0.008,1396,2011-09-20 00:58
10573,Geometry Paradox,Wrong answer,C++,0.008,-,2011-09-20 00:54
11428,Cubes,Accepted,C++,0.008,527,2011-09-18 18:56
11428,Cubes,Runtime error,C++,0.000,-,2011-09-18 18:55
11436,Cubes - EXTREME!!!,Accepted,C++,0.572,104,2011-09-18 15:46
11428,Cubes,Accepted,C++,0.016,1574,2011-09-18 14:52
11436,Cubes - EXTREME!!!,Time limit,C++,4.000,-,2011-09-18 14:41
11428,Cubes,Accepted,C++,0.008,527,2011-09-18 14:38
11428,Cubes,Wrong answer,C++,0.008,-,2011-09-18 14:23
11428,Cubes,Time limit,C++,1.000,-,2011-09-18 14:21
11428,Cubes,Compile error,C++,0.000,-,2011-09-18 14:20
11428,Cubes,Wrong answer,C++,0.008,-,2011-09-18 14:10
11970,Lucky Numbers,Accepted,C++,0.036,437,2011-09-17 08:37
11970,Lucky Numbers,Wrong answer,C++,0.032,-,2011-09-17 08:35
11977,Story of Tomisu Ghost,Accepted,C++,0.456,59,2011-09-16 14:09
1210,Sum of Consecutive Prime Numbers,Accepted,C++,0.008,170,2011-09-10 20:43
1210,Sum of Consecutive Prime Numbers,Runtime error,C++,0.000,-,2011-09-10 20:40
1230,MODEX,Accepted,C++,0.008,214,2011-09-10 19:59
10573,Geometry Paradox,Accepted,C++,0.008,1395,2011-09-10 12:44
1185,Big Number,Accepted,C++,1.776,853,2011-09-06 15:58
12154,Shrinking Polygons,Wrong answer,C++,0.024,-,2011-09-05 21:30
12154,Shrinking Polygons,Runtime error,C++,0.000,-,2011-09-05 21:30
12154,Shrinking Polygons,Wrong answer,C++,0.008,-,2011-09-05 21:19
12154,Shrinking Polygons,Runtime error,C++,0.000,-,2011-09-05 21:18
12243,Flowers Flourish from France,Accepted,C++,0.012,503,2011-09-05 20:05
12243,Flowers Flourish from France,Runtime error,C++,0.000,-,2011-09-05 20:04
10334,Ray Through Glasses,Accepted,C++,0.044,1632,2011-08-25 18:17
944,Happy Numbers,Accepted,C++,0.260,309,2011-08-25 17:57
944,Happy Numbers,Accepted,C++,0.224,293,2011-08-25 17:55
944,Happy Numbers,Wrong answer,C++,0.136,-,2011-08-25 17:44
944,Happy Numbers,Runtime error,C++,0.000,-,2011-08-25 17:40
